id,diego,target
1237354,0.039939842129721986,0
525008,0.04667509311740054,0
425680,0.026209134817274292,0
1156017,0.035692541352817464,0
17538,0.024190732834160407,0
1443564,0.019434167032370966,0
1407491,0.02608433291902416,0
971296,0.015945543557101628,0
1213354,0.01139156734638256,0
363915,0.04037730551774925,0
324491,0.02119918581594874,0
249784,0.0643547951983563,0
833752,0.031227553574571448,0
550419,0.03692917663037649,0
1071834,0.02224865195537302,0
36938,0.048514037884255776,0
548755,0.03376702020754574,0
1470728,0.04122430229079474,0
604032,0.018713126150115552,0
475906,0.01699313782543182,0
590620,0.013139653477602636,0
102668,0.026410736618320496,0
409223,0.033081938088432454,0
247529,0.04308440039812111,0
307526,0.040474395868949645,0
508203,0.11640192381467537,0
1063865,0.0704765928167371,1
218095,0.02138455262555045,0
1199380,0.0283171214993741,0
335761,0.03466116813786615,0
1169249,0.07071141679696573,0
556341,0.0183745834036782,0
328913,0.01706598507273305,0
1473577,0.029580626349850796,0
1383575,0.03654468848239897,0
136006,0.05734406001719703,0
1029209,0.05163651188920122,0
781690,0.03448197347390043,0
900133,0.02513667598948443,0
589088,0.03755398603354807,1
89603,0.042517437978442096,0
46990,0.022309863924765878,0
1355402,0.011469786222154868,0
410335,0.04197977379801443,0
63880,0.039426347904887096,0
417913,0.03561559932604449,0
303212,0.08409246749816739,0
1387567,0.0530094842705527,0
1255939,0.04825071865231335,0
1383452,0.06766247580409228,0
330004,0.03583302185918528,1
329187,0.026717261715143624,0
913837,0.01630979221464416,0
728671,0.013457729188201345,0
1022970,0.022442569487349878,0
101285,0.03654859810708551,0
1320531,0.024010182480744817,0
1270916,0.05007057546708969,0
1353825,0.031087145268747386,0
826295,0.0615258114952437,0
1097303,0.04302289185812078,0
1106877,0.029590454654473512,0
1487433,0.021724200294494893,0
130081,0.01509740160763216,0
277436,0.03113715606859414,0
732755,0.03265558209835068,0
440243,0.08094089828190533,0
376529,0.13686884431925445,0
318205,0.023194582454859038,0
1378160,0.03796581226091335,0
685056,0.040556289175316174,0
1416065,0.0382879412415133,0
583,0.07378420500437197,0
1146189,0.04001106703032342,0
174593,0.02309278123729952,0
860495,0.04340535555653731,0
755359,0.03648864542019779,0
1115900,0.02926118659625455,0
1418041,0.02618234256058826,0
241739,0.0445746395448857,1
451199,0.04377325783612544,0
947859,0.0386124758126708,0
304185,0.15987988455810595,0
376775,0.05212192893001566,1
314970,0.03338539354565405,0
1112345,0.020066940956397168,0
1309265,0.02844538842808585,0
991611,0.037080957581478856,0
743077,0.037868626631797096,0
428466,0.0184785730957057,0
1060606,0.031895467166044626,0
1193185,0.020612272363150518,0
1208884,0.022766275307070417,0
93768,0.05201978968505503,0
881127,0.023104350646583005,0
650001,0.015245734901553506,0
1370060,0.0386965512252178,0
702859,0.02963190146824472,0
645087,0.024900604930211616,0
658841,0.023464047988596953,0
1291249,0.028334022006340755,0
1273160,0.016949953769156027,0
1173177,0.022457510769802354,0
282587,0.03248842398521752,0
1123797,0.03332785702115458,0
602742,0.043736495692729485,0
1062176,0.01968421195843722,0
490953,0.025834833239977317,0
1068215,0.026226080653988744,0
780982,0.021084172673225772,0
1151927,0.048921494259742494,0
717722,0.07422955057200986,1
670639,0.03419818137167222,0
951152,0.06864764172463157,0
840831,0.031118429283058448,0
162314,0.05669912073845773,0
1072376,0.02392157312527147,0
49953,0.06158620243702617,0
1259877,0.02903377205345164,0
438934,0.041943708258259105,0
1456192,0.012690930152357135,0
924924,0.03828687225111722,0
616256,0.10289811198598815,0
997540,0.017841278666277556,0
849857,0.026900413756388537,0
1397437,0.04574265690912902,0
97173,0.02697998591122693,0
681223,0.015004682743037151,0
913050,0.056141853427881236,0
383259,0.022587516511538227,0
911886,0.05691372943012481,1
183556,0.056020097934455323,0
656565,0.02908871895760946,0
790645,0.037629699987917535,0
356704,0.03160958401375175,0
1263478,0.0346688599317194,0
512327,0.0337615487412136,0
199413,0.05218801131870342,0
649007,0.017323966384634678,0
1322423,0.02833110686939066,0
532009,0.09373197889439086,0
1398996,0.015650041692624822,0
1282469,0.03252103381330594,0
457958,0.0477672889410904,0
1431868,0.030805959494697544,0
817057,0.02472220449771681,0
412483,0.02165997426215424,0
366310,0.026027929866002032,0
935625,0.029030692091495912,0
876905,0.04064252829985608,0
446589,0.01976383026634529,0
1315309,0.037445166835741804,0
60055,0.012382773510775335,0
295970,0.025234168944084777,0
920119,0.01713297832469638,0
203075,0.038146236928259865,0
1468238,0.04589960176700404,0
1463675,0.030872749983835036,0
414280,0.036265772434630084,0
1354760,0.030537844675261522,0
1094971,0.05291280084182594,0
1113521,0.02362043685735022,0
728303,0.04193560775828014,0
652948,0.03360861908238407,0
956532,0.04531652375589379,0
416057,0.02462526539594204,0
467173,0.03584484128109358,0
601627,0.01386580545904401,0
1157355,0.03836206127817106,0
841133,0.05425430807436362,0
130231,0.0431331077907164,0
582959,0.028750843619551807,0
334196,0.07110195508948518,1
125081,0.033417735301909106,1
928238,0.04770511711158305,0
280177,0.03549947501128308,0
292498,0.02719527929684652,0
756628,0.029750209831807272,0
1022097,0.013301344094542072,0
982918,0.009275123459191872,0
544634,0.045543391580425106,0
